,list_name,name,label
0,SB_COMP,Abutilon-otocarpum,Abutilon otocarpum - Desert Lantern
1,SB_COMP,Acacia-adoxa,Acacia adoxa - Grey-Whorled Wattle
2,SB_COMP,Acacia-adsurgens,Acacia adsurgens - Whipstick Wattle
3,SB_COMP,Acacia-aneura,Acacia aneura - Mulga
4,SB_COMP,Acacia-bivenosa,Acacia bivenosa - Two-Nerved Wattle
5,SB_COMP,Acacia-chippendalei,Acacia chippendalei - Chippendale's Wattle
6,SB_COMP,Acacia-conspersa,Acacia conspersa - Wattle
7,SB_COMP,Acacia-coriacea,Acacia coriacea  - Wattle
8,SB_COMP,Acacia-dictyophleba,Acacia dictyophleba - Sandhill Wattle
9,SB_COMP,Acacia-elachantha,Acacia elachantha - Halls Creek Wattle
10,SB_COMP,Acacia-estrophiolata,Acacia estrophiolata - Ironwood
11,SB_COMP,Acacia-farnesiana,Acacia farnesiana - Mimosa
12,SB_COMP,Acacia-georginae,Acacia georginae - Georgina Gidyea
13,SB_COMP,Acacia-hilliana,Acacia hilliana - Hill's Tabletop Wattle
14,SB_COMP,Acacia-holosericea,Acacia holosericea - Silver Leaf Wallte
15,SB_COMP,Acacia-kempeana,Acacia kempeana - Witchetty Bush
16,SB_COMP,Acacia-latescens,Acacia latescens - Wattle
17,SB_COMP,Acacia-latifolia,Acacia latifolia - Wattle
18,SB_COMP,Acacia-ligulata,Acacia ligulata - Dune Wattle
19,SB_COMP,Acacia-lysiphloia,Acacia lysiphloia - Turpentine
20,SB_COMP,Acacia-lysipholia,Acacia lysipholia - Turpentine
21,SB_COMP,Acacia-melleodora,Acacia melleodora - Scented Wax Wattle
22,SB_COMP,Acacia-minyura,Acacia minyura - Desert Wattle
23,SB_COMP,Acacia-murrayana,Acacia murrayana - Sandplain Wattle
24,SB_COMP,Acacia-nyssophylla,"Acacia nyssophylla - Acacia, Wattle"
25,SB_COMP,Acacia-platycarpa,Acacia platycarpa - White-Barked Wattle
26,SB_COMP,Acacia-plectocarpa,Acacia plectocarpa - Black Wattle
27,SB_COMP,Acacia-pruinocarpa,Acacia pruinocarpa - Black Gidgee
28,SB_COMP,Acacia-retivenea,Acacia retivenea - Net-Veined Wattle
29,SB_COMP,Acacia-sibirica,Acacia sibirica - Desert Witchetty Bush
30,SB_COMP,Acacia-sp.,Acacia sp. - Wattle
31,SB_COMP,Acacia-stipuligera,Acacia stipuligera - Scrub Wattle
32,SB_COMP,Acacia-stowardii,Acacia stowardii - Bastard Mulga
33,SB_COMP,Acacia-tetragonophylla,Acacia tetragonophylla - Dead Finish
34,SB_COMP,Acacia-torulosa,Acacia torulosa - Turlosa Wattle
35,SB_COMP,Acacia-translucens,Acacia translucens - Poverty Bush
36,SB_COMP,Acacia-victoriae,"Acacia victoriae - Prickly Wattle, Victoria's Wattle"
37,SB_COMP,Acacia-wickhamii,Acacia wickhamii - Wickham's Wattle
38,SB_COMP,Anthobolus-leptomerioides,Anthobolus leptomerioides - Anthobolus Leptomerioides
39,SB_COMP,Atalaya-hemiglauca,Atalaya hemiglauca - Whitewood
40,SB_COMP,Atriplex-sp.,Atriplex sp. - Saltbush
41,SB_COMP,Atriplex-vesicaria,"Atriplex vesicaria - Atriplex, Bladder Saltbush"
42,SB_COMP,Bossiaea-bossiaeoides,Bossiaea bossiaeoides - Holly-Leaved Pea Flower
43,SB_COMP,Callitris-glaucophylla,Callitris glaucophylla - White Cyprus Pine
44,SB_COMP,Calotropis-procera,Calotropis procera - Rubber Bush (Weed)
45,SB_COMP,Calytrix-exstipulata,Calytrix exstipulata - Turkey Bush
46,SB_COMP,Capparis-lasiantha,Capparis lasiantha - Spilt Jack
47,SB_COMP,Capparis-spp.,Capparis spp. - Capparis
48,SB_COMP,Carissa-lanceolata,Carissa lanceolata - Conkerberry Bush
49,SB_COMP,Carissa-ovata,Carissa ovata - Conkerberry
50,SB_COMP,Chenopodium-auricomum,Chenopodium auricomum - Northern Bluebush
51,SB_COMP,Codonocarpus-cotinifolius,Codonocarpus cotinifolius - Bell-Fruit Tree
52,SB_COMP,Croton-arnhemicus,Croton arnhemicus - Croton Sp
53,SB_COMP,Dichrostachys-spicata,Dichrostachys spicata - Chinese Lantern
54,SB_COMP,Dicrastylis-lewellinii,Dicrastylis lewellinii - Purple Sand-Sage
55,SB_COMP,Dissocarpus-paradoxus,"Dissocarpus paradoxus - Cannonball, Curious Saltbush"
56,SB_COMP,Dodonea-oxyptera,Dodonea oxyptera - Hop Bush
57,SB_COMP,Enchylaena-tomentosa,"Enchylaena tomentosa - Enchylaena, Ruby Saltbush, Sturts Saltbush"
59,SB_COMP,Eremophila-Macdonnellii,Eremophila Macdonnellii - Macdonnell's Desert Fuchsia
60,SB_COMP,Eremophila-duttonii,Eremophila duttonii - Harlequin Fuchsia Bush
61,SB_COMP,Eremophila-freelingii,Eremophila freelingii - Rock Fuchsia Bush
62,SB_COMP,Eremophila-gilesii,Eremophila gilesii - Desert Fuschia (Turkey Bush)
63,SB_COMP,Eremophila-latrobei,Eremophila latrobei - Native Fuchsia
64,SB_COMP,Eremophila-latrobei-latrobei,Eremophila latrobei latrobei - Native Fuchsia
65,SB_COMP,Eremophila-latrobei-subsp.-glabra,Eremophila latrobei subsp. glabra - Glabra
66,SB_COMP,Eremophila-longifolia,Eremophila longifolia - Dogwood
67,SB_COMP,Eremophila-maculata-subsp.-maculata,Eremophila maculata subsp. maculata - Spotted Fuchsia
70,SB_COMP,Eremophila-obovata-subsp.obovata,Eremophila obovata subsp. obovata -Eremophila obovata subsp. Obovata
68,SB_COMP,Eremophila-sp.,Eremophila sp. - Fuchsia Species
69,SB_COMP,Eremophila-willsii,Eremophila willsii - Eremophila Willsii
71,SB_COMP,Erythroxylum-ellipticum,Erythroxylum ellipticum - Kerosene Wood
72,SB_COMP,Eucalyptus-gamophylla,Eucalyptus gamophylla - Blue-Leaved Mallee
73,SB_COMP,Eucalyptus-odontocarpa,Eucalyptus odontocarpa - Sturt Creek Mallee
74,SB_COMP,Excoecaria-parvifolia,Excoecaria parvifolia - Gutta Percha
75,SB_COMP,Ficus-scobina,Ficus scobina - Sandpaper Fig
76,SB_COMP,Flueggea-virosa,Flueggea virosa - Dogwood
77,SB_COMP,Gossypium-australe,Gossypium australe - Desert Rose
78,SB_COMP,Grevillea-byrnesii,Grevillea byrnesii - Prickly Grevillea
79,SB_COMP,Grevillea-dimata,Grevillea dimata - Caustic Bush
80,SB_COMP,Grevillea-juncifolia,Grevillea juncifolia - Honeysuckle Grevillea
81,SB_COMP,Grevillea-pteridifolia,Grevillea pteridifolia - Fern Leaved Grevillea
82,SB_COMP,Grevillea-sp.,Grevillea sp. - Grevillea
83,SB_COMP,Grevillea-wickhamii,Grevillea wickhamii - Holly Leaf Grevillea
84,SB_COMP,Grewia-retusifolia,Grewia retusifolia - Emu Berry
85,SB_COMP,Gyrostemon-tepperi,"Gyrostemon tepperi - Gyrostemon, Double Seeded Emu Bush"
86,SB_COMP,Hakea-arborescens,Hakea arborescens - Common Hakea
87,SB_COMP,Hakea-divaricata,Hakea divaricata - Fork Leaved Corkwood
88,SB_COMP,Hakea-lorea,Hakea lorea - Bootlace Oak
89,SB_COMP,Hakea-sp.,Hakea sp - Hakea
90,SB_COMP,Hibiscus-panduriformis,Hibiscus panduriformis - Yellow Hibiscus
91,SB_COMP,Jacksonia-odontoclada,Jacksonia odontoclada - Jacksonia
92,SB_COMP,Jatropha-gossypiifolia,Jatropha gossypiifolia - Bellyache Bush (Weed)
93,SB_COMP,Livistona-humilis,Livistona humilis - Sand Palm
94,SB_COMP,Maireana-aphylla,Maireana aphylla - Cottonbush
95,SB_COMP,Maireana-astrotricha,Maireana astrotricha - Bluebush
96,SB_COMP,Maireana-sp.,Maireana sp. - Bluebush
97,SB_COMP,Maireana-villosa,Maireana villosa - Silky Bluebush
98,SB_COMP,Melaleuca-acacioides,Melaleuca acacioides - Coastal Paperbark
99,SB_COMP,Melaleuca-citrolens,Melaleuca citrolens - Narrow-Leaved Paperbark
100,SB_COMP,Melaleuca-glomerata,Melaleuca glomerata - Inland Tea-Tree
101,SB_COMP,Melaleuca-sp.,Melaleuca sp. - Paperbark
102,SB_COMP,Owenia-vernicosa,Owenia vernicosa - Emu Apple
103,SB_COMP,Petalostigma-quadriloculare,Petalostigma quadriloculare - Witchetty Bush
104,SB_COMP,Pluchea-ferdinandi-muelleri,Pluchea ferdinandi-muelleri - Ferdinand's Pluchea
106,SB_COMP,Rhagodia-eremaea,Rhagodia eremaea - Thorny Saltbush
105,SB_COMP,Rhagodia-spinescens,Rhagodia spinescens - Spiny Saltbush
107,SB_COMP,Santalum-lanceolatum,Santalum lanceolatum - Desert Quandong
108,SB_COMP,Senna-alata,Senna alata - Candle Bush (Weed)
109,SB_COMP,Senna-artemisioides,Senna artemisioides - Cassia
110,SB_COMP,Senna-artemisioides-helmsii,Senna artemisioides helmsii - Blunt-Leaf Cassia
111,SB_COMP,Senna-artemisioides-nothosubsp.-coriacea,Senna artemisioides nothosubsp. coriacea - Desert Cassia
112,SB_COMP,Senna-artemisioides-petiolaris,Senna artemisioides petiolaris - Woody Cassia
117,SB_COMP,Senna-artemisioides-subsp.-alicia,Senna artemisioides subsp. alicia - Senna artemisioides subsp. Alicia
118,SB_COMP,Senna-artemisioides-subsp.-artemisioides,Senna artemisioides subsp. artemisioides - Silver Cassia
113,SB_COMP,Senna-artemisioides-subsp.-filifolia,Senna artemisioides subsp. filifolia - Desert Cassia
114,SB_COMP,Senna-artemisioides-subsp.-helmsii,Senna artemisioides subsp. helmsii - Crinkled Cassia
120,SB_COMP,Senna-artemisioides-subsp.-indeterminate,Senna artemisioides subsp. indeterminate - Crinkled Cassia
115,SB_COMP,Senna-artemisioides-subsp.-kuyunba,"Senna artemisioides subsp. kuyunba - Senna, Cassia"
116,SB_COMP,Senna-artemisioides-subsp.-oligophylla,"Senna artemisioides subsp. oligophylla - Silver Cassia, Oval-Leaf Cassia"
121,SB_COMP,Senna-artemisioides-subsp.-quadrifolia,Senna artemisioides subsp. quadrifolia - Four-Leaf Desert Senna
122,SB_COMP,Senna-artemisioides-subsp.-sturtii,Senna artemisioides subsp. sturtii - Dense Cassia
123,SB_COMP,Senna-glutinosa,Senna glutinosa - Silver Cassia
125,SB_COMP,Senna-glutinosa-subsp.-glutinosa,Senna glutinosa subsp. glutinosa - Sticky Cassia
126,SB_COMP,Senna-glutinosa-subsp.-pruinosa,Senna glutinosa subsp. pruinosa - White Cassia
127,SB_COMP,Senna-notabilis,Senna notabilis - Cockroach Bush
128,SB_COMP,Senna-obtusifolia,Senna obtusifolia - Sicklepod (Weed)
129,SB_COMP,Senna-occidentalis,"Senna occidentalis - Coffee Senna, Sickle Pod"
130,SB_COMP,Senna-phyllodinea,Senna phyllodinea - Silver Cassia
131,SB_COMP,Senna-pleurocarpa-var.-pleurocarpa,"Senna pleurocarpa var. pleurocarpa - Firebush, Chocolate Bush"
132,SB_COMP,Senna-sp.,Senna sp. - Senna
133,SB_COMP,Senna-venusta,Senna venusta - Graceful Cassia
134,SB_COMP,Seringia-nephrosperma,Seringia nephrosperma - Free-Carpel Fire Bush
135,SB_COMP,Verticordia-sp.,Verticordia sp. - Featherflowers
136,SB_COMP,Xanthium-strumarium,Xanthium strumarium - Noogoora Burr
137,SB_COMP,Xanthostemon-psidioides,Xanthostemon psidioides - Myrtle
138,SB_COMP,other1,Other species 1
139,SB_COMP,other2,Other species 2
140,SB_COMP,other3,Other species 3
141,SB_COMP,other4,Other species 4
0,SB_NORTH,Abutilon-otocarpum,Abutilon otocarpum - Desert Lantern
1,SB_NORTH,Acacia-adoxa,Acacia adoxa - Grey-Whorled Wattle
2,SB_NORTH,Acacia-chippendalei,Acacia chippendalei - Chippendale's Wattle
3,SB_NORTH,Acacia-elachantha,Acacia elachantha - Halls Creek Wattle
4,SB_NORTH,Acacia-farnesiana,Acacia farnesiana - Mimosa
5,SB_NORTH,Acacia-hilliana,Acacia hilliana - Hill's Tabletop Wattle
6,SB_NORTH,Acacia-holosericea,Acacia holosericea - Soap Bush
7,SB_NORTH,Acacia-kempeana,Acacia kempeana - Wanderrie Wattle
8,SB_NORTH,Acacia-latescens,Acacia latescens - Wattle
9,SB_NORTH,Acacia-latifolia,Acacia latifolia - Wattle
10,SB_NORTH,Acacia-lysiphloia,Acacia lysiphloia - Turpentine
11,SB_NORTH,Acacia-lysipholia,Acacia lysipholia - Turpentine
12,SB_NORTH,Acacia-murrayana,Acacia murrayana - Colony Wattle
13,SB_NORTH,Acacia-platycarpa,Acacia platycarpa - White-Barked Wattle
14,SB_NORTH,Acacia-plectocarpa,Acacia plectocarpa - Black Wattle
15,SB_NORTH,Acacia-retivenea,Acacia retivenea - Net-Veined Wattle
16,SB_NORTH,Acacia-sp.,Acacia sp. - Wattle
17,SB_NORTH,Acacia-translucens,Acacia translucens - Poverty Bush
18,SB_NORTH,Acacia-wickhamii,Acacia wickhamii - Wickham's Wattle
19,SB_NORTH,Atalaya-hemiglauca,Atalaya hemiglauca - Whitewood
20,SB_NORTH,Bossiaea-bossiaeoides,Bossiaea bossiaeoides - Holly-Leaved Pea Flower
21,SB_NORTH,Calotropis-procera,Calotropis procera - Rubber Bush (Weed)
22,SB_NORTH,Calytrix-exstipulata,Calytrix exstipulata - Turkey Bush
23,SB_NORTH,Capparis-lasiantha,Capparis lasiantha - Spilt Jack
24,SB_NORTH,Capparis-spp.,Capparis spp. - Capparis
25,SB_NORTH,Carissa-lanceolata,Carissa lanceolata - Conkerberry
26,SB_NORTH,Carissa-ovata,Carissa ovata - Conkerberry
27,SB_NORTH,Croton-arnhemicus,Croton arnhemicus - Hard Cascarilla
28,SB_NORTH,Dichrostachys-spicata,Dichrostachys spicata - Chinese Lantern
29,SB_NORTH,Dodonea-oxyptera,Dodonea oxyptera - Hop Bush
30,SB_NORTH,Enchylaena-tomentosa,"Enchylaena tomentosa - Enchylaena, Ruby Saltbush, Sturts Saltbush"
31,SB_NORTH,Eremophila-latrobei,Eremophila latrobei - Native Fuchsia
32,SB_NORTH,Erythroxylum-ellipticum,Erythroxylum ellipticum - Kerosene Wood
33,SB_NORTH,Excoecaria-parvifolia,Excoecaria parvifolia - Gutta Percha
34,SB_NORTH,Ficus-scobina,Ficus scobina - Sandpaper Fig
35,SB_NORTH,Flueggea-virosa,Flueggea virosa - Dogwood
36,SB_NORTH,Gossypium-australe,Gossypium australe - Native Cotton
37,SB_NORTH,Grevillea-byrnesii,Grevillea byrnesii - Prickly Grevillea
38,SB_NORTH,Grevillea-dimata,Grevillea dimata - Caustic Bush
39,SB_NORTH,Grevillea-pteridifolia,Grevillea pteridifolia - Fern Leaved Grevillea
40,SB_NORTH,Grevillea-sp.,Grevillea sp. - Grevillea
41,SB_NORTH,Grevillea-wickhamii,Grevillea wickhamii - Holly-Leaved Grevillea
42,SB_NORTH,Grewia-retusifolia,Grewia retusifolia - Emu Berry
43,SB_NORTH,Gyrostemon-tepperi,"Gyrostemon tepperi - Gyrostemon, Double Seeded Emu Bush"
44,SB_NORTH,Hakea-arborescens,Hakea arborescens - Common Hakea
45,SB_NORTH,Hakea-lorea,Hakea lorea - Bootlace Oak
46,SB_NORTH,Hakea-sp.,Hakea sp - Hakea
47,SB_NORTH,Hibiscus-panduriformis,Hibiscus panduriformis - Yellow Hibiscus
48,SB_NORTH,Jacksonia-odontoclada,Jacksonia odontoclada - Jacksonia
49,SB_NORTH,Jatropha-gossypiifolia,Jatropha gossypiifolia - Bellyache Bush (Weed)
50,SB_NORTH,Livistona-humilis,Livistona humilis - Sand Palm
51,SB_NORTH,Maireana-aphylla,"Maireana aphylla - Maireana, Cottonbush, Leafless Bluebush"
52,SB_NORTH,Maireana-astrotricha,Maireana astrotricha - Maireana Astrotricha
53,SB_NORTH,Melaleuca-acacioides,Melaleuca acacioides - Coastal Paperbark
54,SB_NORTH,Melaleuca-citrolens,Melaleuca citrolens - Narrow-Leaved Paperbark
55,SB_NORTH,Melaleuca-glomerata,Melaleuca glomerata - Inland Tea-Tree
56,SB_NORTH,Melaleuca-sp.,Melaleuca sp. - Paperbark
57,SB_NORTH,Owenia-vernicosa,Owenia vernicosa - Emu Apple
58,SB_NORTH,Petalostigma-quadriloculare,Petalostigma quadriloculare - Witchetty Bush
59,SB_NORTH,Pluchea-ferdinandi-muelleri,Pluchea ferdinandi-muelleri - Ferdinand's Pluchea
60,SB_NORTH,Senna-alata,Senna alata - Candle Bush (Weed)
61,SB_NORTH,Senna-artemisioides,Senna artemisioides - Blunt-Leaf Cassia
62,SB_NORTH,Senna-artemisioides-subsp.-filifolia,Senna artemisioides subsp. filifolia - Desert Cassia
63,SB_NORTH,Senna-artemisioides-subsp.-helmsii,Senna artemisioides subsp. helmsii - Crinkled Cassia
64,SB_NORTH,Senna-artemisioides-subsp.-oligophylla,Senna artemisioides subsp. oligophylla - Oval Leaf Cassia
65,SB_NORTH,Senna-glutinosa,Senna glutinosa - Silver Cassia
66,SB_NORTH,Senna-glutinosa-subsp.-Pruinosa,Senna glutinosa subsp. Pruinosa - Silver Cassia
67,SB_NORTH,Senna-notabilis,Senna notabilis - Cockroach Bush
68,SB_NORTH,Senna-obtusifolia,Senna obtusifolia - Sicklepod (Weed)
69,SB_NORTH,Senna-occidentalis,Senna occidentalis - Coffee Senna (Weed)
70,SB_NORTH,Senna-sp.,Senna sp. - Cassia
71,SB_NORTH,Seringia-nephrosperma,Seringia nephrosperma - Free-Carpel Fire Bush
72,SB_NORTH,Verticordia-sp.,Verticordia sp. - Featherflowers
73,SB_NORTH,Xanthium-strumarium,Xanthium strumarium - Noogoora Burr
74,SB_NORTH,Xanthostemon-psidioides,Xanthostemon psidioides - Myrtle
75,SB_NORTH,other1,Other species 1
76,SB_NORTH,other2,Other species 2
77,SB_NORTH,other3,Other species 3
78,SB_NORTH,other4,Other species 4
0,SB_SOUTH,Acacia-adsurgens,Acacia adsurgens - Whipstick Wattle
1,SB_SOUTH,Acacia-aneura,Acacia aneura - Mulga
2,SB_SOUTH,Acacia-bivenosa,Acacia bivenosa - Two-Nerved Wattle
3,SB_SOUTH,Acacia-conspersa,Acacia conspersa - Wattle
4,SB_SOUTH,Acacia-coriacea,Acacia coriacea  - Wattle
5,SB_SOUTH,Acacia-dictyophleba,Acacia dictyophleba - Sandhill Wattle
6,SB_SOUTH,Acacia-estrophiolata,Acacia estrophiolata - Ironwood
7,SB_SOUTH,Acacia-farnesiana,Acacia farnesiana - Mimosa
8,SB_SOUTH,Acacia-georginae,Acacia georginae - Georgina Gidyea
9,SB_SOUTH,Acacia-holosericea,Acacia holosericea - Silver Leaf Wallte
10,SB_SOUTH,Acacia-kempeana,Acacia kempeana - Witchetty Bush
11,SB_SOUTH,Acacia-ligulata,Acacia ligulata - Dune Wattle
12,SB_SOUTH,Acacia-lysiphloia,Acacia lysiphloia - Turpentine
13,SB_SOUTH,Acacia-melleodora,Acacia melleodora - Scented Wax Wattle
14,SB_SOUTH,Acacia-minyura,Acacia minyura - Desert Wattle
15,SB_SOUTH,Acacia-murrayana,Acacia murrayana - Sandplain Wattle
16,SB_SOUTH,Acacia-nyssophylla,"Acacia nyssophylla - Acacia, Wattle"
17,SB_SOUTH,Acacia-pruinocarpa,Acacia pruinocarpa - Black Gidgee
18,SB_SOUTH,Acacia-sibirica,Acacia sibirica - Desert Witchetty Bush
19,SB_SOUTH,Acacia-sp.,Acacia sp. - Wattle
20,SB_SOUTH,Acacia-stipuligera,Acacia stipuligera - Scrub Wattle
21,SB_SOUTH,Acacia-stowardii,Acacia stowardii - Bastard Mulga
22,SB_SOUTH,Acacia-tetragonophylla,Acacia tetragonophylla - Dead Finish
23,SB_SOUTH,Acacia-torulosa,Acacia torulosa - Turlosa Wattle
24,SB_SOUTH,Acacia-victoriae,"Acacia victoriae - Prickly Wattle, Victoria's Wattle"
25,SB_SOUTH,Anthobolus-leptomerioides,Anthobolus leptomerioides - Anthobolus Leptomerioides
26,SB_SOUTH,Atriplex-sp.,Atriplex sp. - Saltbush
27,SB_SOUTH,Atriplex-vesicaria,"Atriplex vesicaria - Atriplex, Bladder Saltbush"
28,SB_SOUTH,Callitris-glaucophylla,Callitris glaucophylla - White Cyprus Pine
29,SB_SOUTH,Carissa-lanceolata,Carissa lanceolata - Conkerberry Bush
30,SB_SOUTH,Carissa-ovata,Carissa ovata - Conkerberry
31,SB_SOUTH,Chenopodium-auricomum,Chenopodium auricomum - Northern Bluebush
32,SB_SOUTH,Codonocarpus-cotinifolius,Codonocarpus cotinifolius - Bell-Fruit Tree
33,SB_SOUTH,Croton-arnhemicus,Croton arnhemicus - Croton
34,SB_SOUTH,Dicrastylis-lewellinii,Dicrastylis lewellinii - Purple Sand-Sage
35,SB_SOUTH,Dissocarpus-paradoxus,"Dissocarpus paradoxus - Cannonball, Curious Saltbush"
36,SB_SOUTH,Enchylaena-tomentosa,"Enchylaena tomentosa - Enchylaena, Ruby Saltbush, Sturts Saltbush"
38,SB_SOUTH,Eremophila-macdonnellii,Eremophila macdonnellii - Macdonnell's Desert Fuchsia
39,SB_SOUTH,Eremophila-duttonii,Eremophila duttonii - Harlequin Fuchsia Bush
40,SB_SOUTH,Eremophila-freelingii,Eremophila freelingii - Rock Fuchsia Bush
41,SB_SOUTH,Eremophila-gilesii,Eremophila gilesii - Desert Fuschia (Turkey Bush)
42,SB_SOUTH,Eremophila-latrobei-latrobei,Eremophila latrobei latrobei - Native Fuchsia
43,SB_SOUTH,Eremophila-latrobei-subsp.-glabra,Eremophila latrobei subsp. glabra - Glabra
44,SB_SOUTH,Eremophila-longifolia,Eremophila longifolia - Dogwood
45,SB_SOUTH,Eremophila-maculata-subsp.-maculata,Eremophila maculata subsp. maculata - Spotted Fuchsia
48,SB_SOUTH,Eremophila-obovata-subsp.obovata,Eremophila obovata subsp. obovata - Eremophila obovata subsp. Obovata
46,SB_SOUTH,Eremophila-sp.,Eremophila sp. - Fuchsia Species
47,SB_SOUTH,Eremophila-willsii,Eremophila willsii - Eremophila Willsii
49,SB_SOUTH,Eucalyptus-gamophylla,Eucalyptus gamophylla - Blue-Leaved Mallee
50,SB_SOUTH,Eucalyptus-odontocarpa,Eucalyptus odontocarpa - Sturt Creek Mallee
51,SB_SOUTH,Gossypium-australe,Gossypium australe - Desert Rose
52,SB_SOUTH,Grevillea-juncifolia,Grevillea juncifolia - Honeysuckle Grevillea
53,SB_SOUTH,Grevillea-sp.,Grevillea sp. - Grevillea
54,SB_SOUTH,Grevillea-wickhamii,Grevillea wickhamii - Holly Leaf Grevillea
55,SB_SOUTH,Grewia-retusifolia,Grewia retusifolia - Emu Berry
56,SB_SOUTH,Gyrostemon-tepperi,"Gyrostemon tepperi - Gyrostemon, Double Seeded Emu Bush"
57,SB_SOUTH,Hakea-arborescens,Hakea arborescens - Common Hakea
58,SB_SOUTH,Hakea-divaricata,Hakea divaricata - Fork Leaved Corkwood
59,SB_SOUTH,Hakea-lorea,Hakea lorea - Bootlace Oak
60,SB_SOUTH,Livistona-humilis,Livistona humilis - Sand Palm
61,SB_SOUTH,Maireana-aphylla,Maireana aphylla - Cottonbush
62,SB_SOUTH,Maireana-astrotricha,Maireana astrotricha - Bluebush
63,SB_SOUTH,Maireana-sp.,Maireana sp. - Bluebush
64,SB_SOUTH,Maireana-villosa,Maireana villosa - Silky Bluebush
66,SB_SOUTH,Rhagodia-eremaea,Rhagodia eremaea - Thorny Saltbush
65,SB_SOUTH,Rhagodia-spinescens,Rhagodia spinescens - Spiny Saltbush
67,SB_SOUTH,Santalum-lanceolatum,Santalum lanceolatum - Desert Quandong
68,SB_SOUTH,Senna-artemisioides,Senna artemisioides - Cassia Sp
69,SB_SOUTH,Senna-artemisioides-helmsii,Senna artemisioides helmsii - Blunt-Leaf Cassia
70,SB_SOUTH,Senna-artemisioides-notho-subsp.-coriacea,Senna artemisioides notho subsp. coriacea - Desert Cassia
71,SB_SOUTH,Senna-artemisioides-petiolaris,Senna artemisioides petiolaris - Woody Cassia
76,SB_SOUTH,Senna-artemisioides-subsp.-alicia,Senna artemisioides subsp. alicia - Senna artemisioides subsp. Alicia
77,SB_SOUTH,Senna-artemisioides-subsp.-artemisioides,Senna artemisioides subsp. artemisioides - Silver Cassia
78,SB_SOUTH,Senna-artemisioides-subsp.-filifolia,"Senna artemisioides subsp. filifolia - Desert Cassia, Broom Bush, Punty Bush"
73,SB_SOUTH,Senna-artemisioides-subsp.-helmsii,Senna artemisioides subsp. helmsii - Crinkled Cassia
79,SB_SOUTH,Senna-artemisioides-subsp.-indeterminate,Senna artemisioides subsp. indeterminate - Crinkled Cassia
74,SB_SOUTH,Senna-artemisioides-subsp.-kuyunba,"Senna artemisioides subsp. kuyunba - Senna, Cassia"
75,SB_SOUTH,Senna-artemisioides-subsp.-oligophylla,"Senna artemisioides subsp. oligophylla - Silver Cassia, Oval-Leaf Cassia"
80,SB_SOUTH,Senna-artemisioides-subsp.-quadrifolia,Senna artemisioides subsp. quadrifolia - Four-Leaf Desert Senna
81,SB_SOUTH,Senna-artemisioides-subsp.-sturtii,Senna artemisioides subsp. sturtii - Dense Cassia
83,SB_SOUTH,Senna-glutinosa-subsp.-glutinosa,Senna glutinosa subsp. glutinosa - Sticky Cassia
84,SB_SOUTH,Senna-glutinosa-subsp.-pruinosa,Senna glutinosa subsp. pruinosa - White Cassia
85,SB_SOUTH,Senna-notabilis,Senna notabilis - Cockroach Bush
86,SB_SOUTH,Senna-occidentalis,"Senna occidentalis - Coffee Senna, Sickle Pod"
87,SB_SOUTH,Senna-phyllodinea,Senna phyllodinea - Silver Cassia
88,SB_SOUTH,Senna-pleurocarpa-var.-pleurocarpa,"Senna pleurocarpa var. pleurocarpa - Firebush, Chocolate Bush"
89,SB_SOUTH,Senna-sp.,Senna sp. - Senna
90,SB_SOUTH,Senna-venusta,Senna venusta - Graceful Cassia
91,SB_SOUTH,other1,Other species 1
92,SB_SOUTH,other2,Other species 2
93,SB_SOUTH,other3,Other species 3
94,SB_SOUTH,other4,Other species 4
